vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=3,batch_sz=2048,mode=1] exmap:0
space: 180.618 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2833,306.652,10.1484,vmcache,32,1000,tpcc,2048,94.2758,0.814718,210,97525,39381323,1,2566.45
1,3749,328.75,0,vmcache,32,1000,tpcc,2048,94.7824,1.06351,259,0,0,1,0
2,3639,293.43,8.88281,vmcache,32,1000,tpcc,2048,94.3733,1.70284,284,69898,2274,1,2588.81
3,4183,309.844,0,vmcache,32,1000,tpcc,2048,94.8536,1.93675,339,0,0,1,0
4,3761,264.379,5.30859,vmcache,32,1000,tpcc,2048,94.419,2.55076,297,69334,1359,1,2567.93
5,4175,296.914,0,vmcache,32,1000,tpcc,2048,94.8816,2.77436,382,0,0,1,0
6,4069,254.375,5.20312,vmcache,32,1000,tpcc,2048,94.5345,3.33046,353,61201,1332,1,2550.04
7,5064,289.477,0,vmcache,32,1000,tpcc,2048,94.9857,3.54984,415,0,0,1,0
8,4164,244.508,8.58984,vmcache,32,1000,tpcc,2048,94.591,4.11017,393,63316,2199,1,2532.64
9,5219,274.043,7.73828,vmcache,32,1000,tpcc,2048,94.9397,4.34652,406,4883,1981,1,2441.5
10,5753,270.336,0,vmcache,32,1000,tpcc,2048,94.7289,4.86943,392,53429,0,1,2544.24
11,5545,256.797,9.53906,vmcache,32,1000,tpcc,2048,94.3888,5.42202,423,60327,2442,1,2513.62
12,6082,285.734,0,vmcache,32,1000,tpcc,2048,94.8421,5.63774,444,0,0,1,0
13,6052,259.246,5.25781,vmcache,32,1000,tpcc,2048,94.3459,6.27989,420,74897,1346,1,2496.57
14,6910,284.57,0,vmcache,32,1000,tpcc,2048,94.8024,6.4934,492,0,0,1,0
15,6691,260.035,4.03906,vmcache,32,1000,tpcc,2048,94.4648,7.06086,420,62334,1034,1,2493.36
16,7425,282.746,0,vmcache,32,1000,tpcc,2048,94.9199,7.27345,464,0,0,1,0
17,6995,258.438,7.95703,vmcache,32,1000,tpcc,2048,94.5769,7.83604,436,61979,2037,1,2479.16
18,7989,271.906,6.07812,vmcache,32,1000,tpcc,2048,94.9964,8.0415,432,0,1556,1,0
19,7741,267.117,0,vmcache,32,1000,tpcc,2048,94.8112,8.55125,429,51779,0,1,2465.67
20,7663,258.133,5.16016,vmcache,32,1000,tpcc,2048,94.5164,9.09398,485,58593,1321,1,2441.38
21,8840,277.633,0,vmcache,32,1000,tpcc,2048,94.9679,9.30243,470,0,0,1,0
22,7984,254.883,4.53516,vmcache,32,1000,tpcc,2048,94.5834,9.88666,439,65925,1161,1,2441.67
23,8882,267.012,5.67969,vmcache,32,1000,tpcc,2048,94.9999,10.0883,460,0,1454,1,0
24,9091,261.336,0.335938,vmcache,32,1000,tpcc,2048,94.5811,10.7064,436,70681,86,1,2437.28
25,9426,270.344,7.69531,vmcache,32,1000,tpcc,2048,94.9995,10.9098,460,0,1970,1,0
26,8852,241.227,1.75391,vmcache,32,1000,tpcc,2048,94.6339,11.4689,421,63125,449,1,2427.88
27,9454,249.355,9.63672,vmcache,32,1000,tpcc,2048,94.2968,12.0151,421,60391,2467,1,2415.64
28,10995,273.363,0,vmcache,32,1000,tpcc,2048,94.7471,12.2207,447,0,0,1,0
29,10038,242.676,5.49609,vmcache,32,1000,tpcc,2048,94.4397,12.7486,418,57901,1407,1,2412.54
30,11559,271.594,0,vmcache,32,1000,tpcc,2048,94.89,12.9521,415,0,0,1,0
31,11034,251.828,4.08984,vmcache,32,1000,tpcc,2048,94.5529,13.5125,443,62257,1047,1,2394.5
32,12553,270.148,4.92578,vmcache,32,1000,tpcc,2048,94.9859,13.7163,442,0,1261,1,0
33,11264,247.34,2.8125,vmcache,32,1000,tpcc,2048,94.8132,14.1892,397,48069,720,1,2403.45
34,12159,249.531,6.19141,vmcache,32,1000,tpcc,2048,94.5319,14.7163,383,57061,1585,1,2377.54
35,13250,270.305,0,vmcache,32,1000,tpcc,2048,94.9819,14.9205,391,0,0,1,0
36,12722,240.91,8.00781,vmcache,32,1000,tpcc,2048,94.7942,15.3853,337,47521,2050,1,2376.05
37,13225,249.785,3.28125,vmcache,32,1000,tpcc,2048,94.4079,15.9711,295,66536,840,1,2376.29
38,14843,267.789,0,vmcache,32,1000,tpcc,2048,94.8579,16.1732,298,0,0,1,0
39,13841,241.027,8.85156,vmcache,32,1000,tpcc,2048,94.47,16.7388,275,64479,2266,1,2388.11
40,15380,260.809,0,vmcache,32,1000,tpcc,2048,94.9098,16.9357,295,0,0,1,0
41,14174,236.719,6.33594,vmcache,32,1000,tpcc,2048,94.6128,17.4536,228,56855,1622,1,2368.96
42,14716,242.488,5.43359,vmcache,32,1000,tpcc,2048,94.5859,17.847,228,35099,1391,1,2339.93
43,15472,244.746,0,vmcache,32,1000,tpcc,2048,94.6934,18.1851,234,25676,0,1,2334.18
44,15224,239.055,2.58984,vmcache,32,1000,tpcc,2048,94.477,18.6737,206,51516,663,1,2341.64
45,17004,260.285,0,vmcache,32,1000,tpcc,2048,94.9159,18.8727,189,0,0,1,0
46,16161,240.012,5.53125,vmcache,32,1000,tpcc,2048,94.5843,19.4165,193,60613,1416,1,2331.27
47,16915,249.738,4.25391,vmcache,32,1000,tpcc,2048,94.9977,19.6052,190,0,1089,1,0
48,17376,249.812,0,vmcache,32,1000,tpcc,2048,94.7255,20.1437,172,58453,0,1,2338.12
49,16890,240.668,3.95703,vmcache,32,1000,tpcc,2048,94.3749,20.7014,165,63114,1013,1,2337.56
50,18558,258.973,0,vmcache,32,1000,tpcc,2048,94.8179,20.8983,194,0,0,1,0
51,17414,240.066,7.24609,vmcache,32,1000,tpcc,2048,94.49,21.439,159,60008,1855,1,2308
52,19320,261.648,0,vmcache,32,1000,tpcc,2048,94.94,21.6372,171,0,0,1,0
53,18037,243.637,3.9375,vmcache,32,1000,tpcc,2048,94.637,22.1768,135,59428,1008,1,2285.69
54,17984,241.477,5.4375,vmcache,32,1000,tpcc,2048,94.5951,22.5805,192,37026,1392,1,2314.12
55,18974,245.961,0,vmcache,32,1000,tpcc,2048,94.7417,22.9056,157,23134,0,1,2313.4
56,18503,241.52,4.01172,vmcache,32,1000,tpcc,2048,94.4618,23.431,183,57231,1027,1,2289.24
57,20415,260.473,0,vmcache,32,1000,tpcc,2048,94.9147,23.6279,210,0,0,1,0
58,19243,239.23,3.78906,vmcache,32,1000,tpcc,2048,94.5819,24.1771,199,61748,970,1,2286.96
59,19665,251.164,6.60938,vmcache,32,1000,tpcc,2048,94.9985,24.3671,194,0,1692,1,0
60,19629,240.148,0,vmcache,32,1000,tpcc,2048,94.816,24.8499,190,50484,0,1,2294.73
61,19621,243.008,4.4375,vmcache,32,1000,tpcc,2048,94.6554,25.3196,210,47999,1136,1,2285.67
62,19786,242.914,3.72266,vmcache,32,1000,tpcc,2048,94.361,25.8576,204,59321,953,1,2281.58
63,21627,259.902,0,vmcache,32,1000,tpcc,2048,94.8162,26.0545,176,0,0,1,0
64,19986,242.258,3.64844,vmcache,32,1000,tpcc,2048,94.4714,26.6177,187,63650,934,1,2273.21
65,21826,259.609,0,vmcache,32,1000,tpcc,2048,94.9297,26.8141,220,0,0,1,0
66,20944,241.797,4.42578,vmcache,32,1000,tpcc,2048,94.5873,27.3754,179,63372,1133,1,2263.29
67,20880,240.086,4.59766,vmcache,32,1000,tpcc,2048,94.3013,27.9063,194,58791,1177,1,2261.19
68,22393,260.336,0,vmcache,32,1000,tpcc,2048,94.7659,28.1029,201,0,0,1,0
69,20826,237.957,5.99219,vmcache,32,1000,tpcc,2048,94.5824,28.5776,170,49233,1534,1,2237.86
70,22192,249.234,7.69922,vmcache,32,1000,tpcc,2048,94.843,28.8465,177,13261,1971,1,2210.17
71,22017,248.52,0,vmcache,32,1000,tpcc,2048,94.9079,29.2244,171,31669,0,1,2262.07
72,20456,229.492,5.31641,vmcache,32,1000,tpcc,2048,94.6546,29.7222,155,54201,1361,1,2258.38
73,22261,242.594,4.56641,vmcache,32,1000,tpcc,2048,94.4047,30.2414,167,56268,1169,1,2250.72
74,23512,259.508,0,vmcache,32,1000,tpcc,2048,94.8672,30.4385,183,0,0,1,0
75,21506,232.633,5.07031,vmcache,32,1000,tpcc,2048,94.577,30.9601,166,58045,1298,1,2232.5
76,23088,246.676,5.83203,vmcache,32,1000,tpcc,2048,94.7099,31.2931,170,24336,1493,1,2212.36
77,23286,249.648,0,vmcache,32,1000,tpcc,2048,94.8896,31.6156,221,22435,0,1,2243.5
78,21883,233.602,4.85938,vmcache,32,1000,tpcc,2048,94.6555,32.1109,178,53292,1244,1,2220.5
79,23173,244.453,4.23438,vmcache,32,1000,tpcc,2048,94.4192,32.6271,208,55561,1084,1,2222.44
80,24806,261.504,0,vmcache,32,1000,tpcc,2048,94.888,32.8245,246,0,0,1,0
81,23410,243.258,3.39453,vmcache,32,1000,tpcc,2048,94.6451,33.3423,229,55905,869,1,2236.2
82,23769,241.406,5.14453,vmcache,32,1000,tpcc,2048,94.4026,33.8548,230,55364,1317,1,2214.56
83,25377,261.734,0,vmcache,32,1000,tpcc,2048,94.8715,34.0526,228,0,0,1,0
84,24051,244.07,4.22266,vmcache,32,1000,tpcc,2048,94.6606,34.5549,239,53232,1081,1,2218
85,24568,245.898,3.83203,vmcache,32,1000,tpcc,2048,94.593,34.9897,211,41773,981,1,2198.58
86,26016,256.094,0,vmcache,32,1000,tpcc,2048,94.9712,35.2242,231,6626,0,1,2208.67
87,24897,242.391,4.14062,vmcache,32,1000,tpcc,2048,94.7119,35.7487,196,57134,1060,1,2197.46
88,25251,243.691,5.94922,vmcache,32,1000,tpcc,2048,94.5319,36.2335,241,50391,1523,1,2190.91
89,26787,260.227,3.53125,vmcache,32,1000,tpcc,2048,94.992,36.4296,240,0,904,1,0
90,26168,245.336,1.46484,vmcache,32,1000,tpcc,2048,94.8302,36.916,191,50353,375,1,2189.26
91,25261,243.031,4.32031,vmcache,32,1000,tpcc,2048,94.5951,37.4307,242,55360,1106,1,2214.4
92,25665,242.793,5.35156,vmcache,32,1000,tpcc,2048,94.317,37.9656,208,58921,1370,1,2182.26
93,28035,262.266,0,vmcache,32,1000,tpcc,2048,94.7919,38.1644,233,0,0,1,0
94,26149,244.082,4.74609,vmcache,32,1000,tpcc,2048,94.5184,38.7009,224,58990,1215,1,2184.81
95,28545,262.105,0,vmcache,32,1000,tpcc,2048,94.9959,38.8995,245,0,0,1,0
96,26747,243.883,3.93359,vmcache,32,1000,tpcc,2048,94.6982,39.45,245,61108,1007,1,2182.43
97,26046,236.727,6.44141,vmcache,32,1000,tpcc,2048,94.5035,39.9346,228,51113,1649,1,2222.3
